,circuit_id,package_price,tenure_month,pay_first,ipphone,tv_box,mobile,dl_speed,ul_speed,claims,active_status,Churn Risk
79650,4460J4402,260.0,31,0,0,0,0,100,100,1,1,1
79658,3232J7293,590.0,87,0,0,0,0,1000,200,0,1,1
79662,3552J9018,390.0,56,0,0,0,0,300,300,0,1,1
79666,5377J5028,700.0,107,0,0,0,0,1000,500,1,1,1
79673,5315J1059,250.0,54,0,0,0,0,250,100,0,1,1
79674,2215J5556,590.0,84,0,0,0,0,1000,300,0,1,1
79676,3851J3880,460.0,47,0,0,0,0,500,500,4,1,1
79677,3864J7315,390.0,59,0,0,0,0,300,300,1,1,1
79679,4325J8450,460.0,41,0,0,0,0,500,500,2,1,1
79681,3851J2340,590.0,60,0,0,0,0,1000,200,3,1,1
79685,3454J2388,290.0,22,1,0,0,0,300,300,0,1,1
79687,3262J8226,590.0,59,0,0,0,0,1000,200,3,1,1
79688,2271J5627,700.0,93,0,0,1,0,1000,200,0,1,1
79690,4241J1670,260.0,61,0,0,0,0,100,100,5,1,1
79691,3534J7572,290.0,45,1,0,0,0,300,300,0,1,1
79696,7755J7095,390.0,77,0,0,0,0,65,20,0,1,1
79697,3551J9341,290.0,47,1,0,0,0,300,300,0,1,1
79700,3232J8230,590.0,23,1,0,0,0,1000,500,0,1,1
79706,4485J6968,360.0,75,0,0,0,0,300,300,0,1,1
79707,7781J0844,590.0,118,0,0,0,0,1000,300,0,1,1
79711,4376J7040,700.0,78,0,0,0,0,1000,500,1,1,1
79713,4563J0371,260.0,40,0,0,0,0,100,100,0,1,1
79714,4562J0776,260.0,31,0,0,0,0,100,100,0,1,1
79715,4532J2941,360.0,34,0,0,0,0,300,300,0,1,1
79717,3537J5967,460.0,72,0,0,0,0,500,500,0,1,1
79720,3843J5580,390.0,21,1,0,0,0,400,400,0,1,1
79723,3851J9458,290.0,17,1,0,0,0,300,300,6,1,1
79726,3867J7726,590.0,90,0,0,0,0,1000,200,0,1,1
79729,3867J2060,700.0,68,0,0,0,0,1000,500,0,1,1
79732,5315J6521,290.0,27,1,0,0,0,300,300,0,1,1
79733,3223J5137,490.0,108,0,0,0,0,500,500,0,1,1
79736,3261J6252,700.0,96,0,0,0,0,1000,500,2,1,1
79740,4233J2144,390.0,65,0,0,0,0,65,20,0,1,1
79742,3554J5227,290.0,30,1,0,0,0,300,300,1,1,1
79743,4247J3195,360.0,40,0,0,0,0,300,300,0,1,1
79744,3261J9123,590.0,64,0,0,0,0,1000,200,0,1,1
79746,3531J7038,290.0,47,1,0,0,0,300,300,0,1,1
79750,3267J6288,490.0,84,0,0,0,0,500,500,0,1,1
79751,5542J8000,490.0,60,0,0,0,0,500,500,0,1,1
79755,2583J3893,590.0,47,0,1,0,0,500,500,0,1,1
79757,4372J0732,460.0,35,0,0,0,0,500,500,0,1,1
79758,4232J7017,260.0,37,0,0,0,0,100,100,0,1,1
79761,5672J8928,260.0,58,0,0,0,0,100,100,0,1,1
79763,4446J7467,260.0,80,0,0,0,0,100,100,0,1,1
79765,4289J7701,490.0,47,0,0,0,0,500,500,0,1,1
79766,3471J9463,390.0,81,0,0,0,0,300,300,0,1,1
79768,2240J2018,700.0,43,0,0,0,0,1000,500,0,1,1
79773,5361J8835,250.0,49,0,0,0,0,250,100,0,1,1
79774,3555J9355,390.0,34,0,0,0,0,300,300,0,1,1
79775,3552J8353,590.0,64,0,0,0,0,1000,200,0,1,1
79778,4248J6086,390.0,35,0,0,0,0,300,300,0,1,1
79780,3843J4429,390.0,30,1,0,0,0,400,400,0,1,1
79783,4241J5056,390.0,109,0,0,0,0,300,300,11,1,1
79784,7320J2539,290.0,30,1,0,0,0,300,300,1,1,1
79785,4232J7651,260.0,34,0,0,0,0,100,100,0,1,1
79786,4566J1059,260.0,61,0,0,0,0,100,100,0,1,1
79788,5331J7157,590.0,93,0,0,0,0,1000,200,0,1,1
79791,5448J7251,390.0,79,0,0,0,0,65,20,5,1,1
79792,5553J5297,590.0,108,0,0,0,0,1000,200,1,1,1
79793,7568J6044,360.0,28,0,0,0,0,300,300,0,1,1
79794,7736J5620,490.0,100,0,0,0,0,500,500,0,1,1
79796,4468J0753,290.0,27,1,0,0,0,300,300,0,1,1
79797,5560J2198,260.0,57,0,0,0,0,100,100,0,1,1
79804,4231J4240,360.0,64,0,0,0,0,300,300,0,1,1
79806,3724J1924,460.0,54,0,0,0,0,500,500,0,1,1
79807,4455J0735,360.0,68,0,0,0,0,300,300,0,1,1
79809,4563J0287,260.0,40,0,0,0,0,100,100,1,1,1
79810,5577J8851,260.0,33,0,0,0,0,100,100,0,1,1
79820,3943J9710,390.0,37,0,0,0,0,300,300,0,1,1
79821,5471J1097,700.0,109,0,0,0,0,1000,500,0,1,1
79824,5377J1842,290.0,24,1,0,0,0,300,300,0,1,1
79826,3943J4971,700.0,32,1,0,0,0,1000,500,0,1,1
79830,2457J5585,700.0,100,0,0,0,0,1000,500,0,1,1
79831,7782J5776,290.0,23,1,0,0,0,300,300,0,1,1
79833,2431J0554,300.0,45,0,0,0,0,300,300,1,1,1
79837,4537J0547,360.0,30,0,0,0,0,300,300,0,1,1
79838,3222J8561,590.0,74,1,0,0,0,1000,300,0,1,1
79839,3937J4940,490.0,35,0,0,0,0,500,500,0,1,1
79841,4567J7358,360.0,68,0,0,0,0,300,300,0,1,1
79842,2552J4906,300.0,35,0,0,0,0,300,300,0,1,1
79844,7452J6656,390.0,47,0,0,0,0,300,300,0,1,1
79847,2458J0897,590.0,55,0,0,0,0,1000,300,0,1,1
79849,3840J8328,700.0,90,0,0,0,0,500,500,0,1,1
79850,7541J9669,360.0,51,0,0,0,0,300,300,0,1,1
79852,4466J9380,260.0,22,0,0,0,0,100,100,0,1,1
79854,4572J0229,360.0,43,0,0,0,0,300,300,0,1,1
79855,4239J1842,260.0,39,0,0,0,0,100,100,1,1,1
79856,7520J3085,290.0,41,1,0,0,0,300,300,0,1,1
79857,7742J7969,590.0,88,0,0,0,0,1000,200,0,1,1
79859,7553J7638,360.0,54,0,0,0,0,300,300,0,1,1
79862,3543J5846,490.0,86,0,0,0,0,500,500,0,1,1
79864,4222J6018,390.0,67,0,0,0,0,300,300,0,1,1
79865,3845J5508,590.0,99,0,0,0,0,250,250,0,1,1
79866,7751J1243,260.0,40,0,0,0,0,100,100,0,1,1
79867,3867J5277,390.0,37,0,0,0,0,300,300,0,1,1
79868,3442J3818,490.0,81,0,0,0,0,500,500,10,1,1
79869,3555J9683,360.0,31,0,0,0,0,300,300,0,1,1
79870,7541J7077,260.0,56,0,0,0,0,100,100,0,1,1
79871,5651J0958,290.0,29,1,0,0,0,300,300,0,1,1
79872,3225J6416,590.0,71,0,0,0,0,1000,200,0,1,1
79873,4249J9620,490.0,75,0,0,0,0,150,150,0,1,1
79877,7553J0147,590.0,118,0,0,0,0,1000,200,0,1,1
79878,5680J5659,700.0,99,1,0,0,0,1000,500,0,1,1
79880,3724J3685,490.0,41,0,0,0,0,500,500,0,1,1
79883,4222J9675,490.0,59,0,1,0,0,300,300,0,1,1
79886,5621J3629,200.0,39,0,0,0,0,200,200,0,1,1
79891,4264J3614,260.0,42,0,0,0,0,100,100,1,1,1
79894,7621J3668,690.0,44,0,1,0,0,500,500,0,1,1
79895,7741J9970,290.0,32,1,0,0,0,300,300,0,1,1
79898,3958J5176,810.0,102,0,0,1,0,1000,500,0,1,1
79903,4379J2498,260.0,27,0,0,0,0,100,100,0,1,1
79906,3659J8970,400.0,36,0,0,0,0,400,400,0,1,1
79917,4222J3311,360.0,73,0,0,0,0,300,300,0,1,1
79922,5315J0061,250.0,57,0,0,0,0,250,100,0,1,1
79923,4447J9361,460.0,63,0,0,0,0,500,500,0,1,1
79925,3262J9209,290.0,22,1,0,0,0,300,300,0,1,1
79929,4277J6044,390.0,94,0,0,0,0,300,300,9,1,1
79932,3828J3141,490.0,32,1,0,0,0,600,600,0,1,1
79935,7537J7158,390.0,66,0,0,0,0,300,300,0,1,1
79936,4250J2172,260.0,50,0,0,0,0,100,100,0,1,1
79937,4548J8293,260.0,70,0,0,0,0,100,100,0,1,1
79942,3451J3525,490.0,77,0,0,0,0,500,500,0,1,1
79943,3226J6942,390.0,69,0,0,0,0,65,20,0,1,1
79944,4485J0363,349.0,45,0,0,0,0,50,20,0,1,1
79946,3563J8680,490.0,57,0,0,0,0,100,50,0,1,1
79948,4251J5878,490.0,98,0,0,0,0,500,500,1,1,1
79949,5445J7695,460.0,67,0,0,0,0,500,500,0,1,1
79951,7752J5373,390.0,109,0,0,0,0,300,300,0,1,1
79953,7525J8189,260.0,31,0,0,0,0,100,100,0,1,1
79954,4343J7208,260.0,70,0,0,0,0,100,100,0,1,1
79961,4482J2562,360.0,21,0,0,0,0,300,300,0,1,1
79963,4422J7617,260.0,71,0,0,0,0,100,100,0,1,1
79967,7333J2422,490.0,56,0,0,0,0,500,500,0,1,1
79968,4331J6662,360.0,73,0,0,0,0,300,300,0,1,1
79969,4382J4315,260.0,25,0,0,0,0,100,100,0,1,1
79971,7436J0966,390.0,32,1,0,0,0,400,400,0,1,1
79978,5471J3496,290.0,22,1,0,0,0,300,300,0,1,1
79980,4243J2154,260.0,35,0,0,0,0,100,100,0,1,1
79981,3441J6326,290.0,21,1,0,0,0,300,300,0,1,1
79983,7322J4218,260.0,47,0,0,0,0,100,100,0,1,1
79989,7333J9803,590.0,77,0,0,0,0,1000,200,0,1,1
79990,4561J3600,260.0,48,0,0,0,0,100,100,0,1,1
79991,7562J0653,260.0,67,0,0,0,0,100,100,0,1,1
79994,3651J7229,250.0,80,0,0,0,0,250,100,0,1,1
79998,4380J4840,360.0,48,0,0,0,0,300,300,1,1,1
80000,4343J7990,260.0,60,0,0,0,0,100,100,0,1,1
80001,7734J8679,360.0,53,0,0,0,0,300,300,0,1,1
80002,4569J2711,260.0,42,0,0,0,0,100,100,0,1,1
80004,7520J2967,360.0,42,0,0,0,0,300,300,0,1,1
80005,3559J9803,260.0,41,0,0,0,0,100,100,0,1,1
80007,7750J3879,360.0,55,0,0,0,0,300,300,0,1,1
80008,3852J8372,390.0,47,0,0,0,0,300,300,0,1,1
80009,7527J9496,460.0,56,0,0,0,0,500,500,0,1,1
80011,2240J0499,490.0,109,0,0,0,0,500,500,5,1,1
80016,3261J6107,700.0,93,0,0,0,0,400,400,0,1,1
80017,4567J6760,360.0,73,0,0,0,0,300,300,0,1,1
80024,3937J8000,590.0,67,0,0,0,0,1000,200,0,1,1
80029,7341J7954,390.0,62,0,0,0,0,300,300,0,1,1
80030,3943J8827,590.0,50,0,0,0,0,1000,200,2,1,1
80031,7731J9887,290.0,26,1,0,0,0,300,300,0,1,1
80032,4420J7491,590.0,89,0,0,0,0,1000,200,0,1,1
80038,4561J9807,460.0,62,0,0,0,0,500,500,0,1,1
80040,4264J4774,260.0,34,0,0,0,0,100,100,0,1,1
80048,3852J6719,590.0,82,0,0,0,0,1000,200,0,1,1
80050,5422J1681,260.0,67,0,0,0,0,100,100,0,1,1
80052,3851J5644,700.0,102,0,0,0,0,1000,500,0,1,1
80053,4571J7246,260.0,53,0,0,0,0,100,100,0,1,1
80056,4381J0161,460.0,71,0,0,0,0,500,500,0,1,1
80058,5676J5722,360.0,34,0,0,0,0,300,300,0,1,1
80061,3475J1398,590.0,35,0,0,0,0,1000,200,0,1,1
80062,5571J1758,360.0,44,0,0,0,0,300,300,0,1,1
80082,3475J9639,590.0,62,0,0,0,0,1000,200,0,1,1
80083,3439J0237,290.0,34,1,0,0,0,300,300,0,1,1
80085,3952J2608,460.0,31,0,0,0,0,500,500,0,1,1
80086,4324J3399,590.0,36,1,0,0,0,1000,300,0,1,1
80090,4569J5693,460.0,81,0,0,0,0,500,500,0,1,1
80093,3240J2919,390.0,27,1,0,0,0,400,400,0,1,1
80098,7322J0886,260.0,54,0,0,0,0,100,100,0,1,1
80099,3543J7336,460.0,53,0,0,0,0,500,500,0,1,1
80100,3958J5131,460.0,104,0,0,0,0,500,500,0,1,1
80101,3860J2488,590.0,43,0,0,0,0,1000,200,0,1,1
80102,4571J3073,260.0,54,0,0,0,0,100,100,0,1,1
80104,4548J2757,260.0,33,0,0,0,0,100,100,0,1,1
80105,3651J8824,390.0,45,1,0,0,0,400,400,0,1,1
80109,3847J0966,590.0,21,1,0,0,0,1000,500,5,1,1
80112,5570J4761,260.0,57,0,0,0,0,100,100,0,1,1
80113,5422J3601,490.0,59,0,0,0,0,500,500,0,1,1
80118,5567J5346,360.0,28,0,0,0,0,300,300,0,1,1
80121,5501J2206,260.0,26,0,0,0,0,100,100,0,1,1
80122,3723J2931,290.0,34,0,0,0,0,100,100,0,1,1
80124,5663J9238,290.0,31,1,0,0,0,300,300,0,1,1
80125,3723J9322,360.0,68,0,0,0,0,300,300,0,1,1
80126,2526J2198,390.0,52,0,0,1,0,300,300,0,1,1
80129,4386J3468,360.0,31,0,0,0,0,300,300,0,1,1
80130,4232J7463,460.0,35,0,0,0,0,500,500,0,1,1
80139,3937J9328,490.0,46,0,0,0,0,500,500,0,1,1
80147,3561J9776,300.0,56,0,0,0,0,300,300,0,1,1
80149,4446J4000,260.0,39,0,0,0,0,100,100,0,1,1
80150,7526J6459,260.0,75,0,0,0,0,100,100,0,1,1
80151,5470J8259,290.0,48,1,0,0,0,300,300,0,1,1
80153,3222J2224,390.0,40,0,0,0,0,300,300,0,1,1
80154,4463J7734,260.0,76,0,0,0,0,100,100,0,1,1
80159,4351J4209,260.0,54,0,0,0,0,100,100,0,1,1
80161,4441J5910,260.0,78,0,0,0,0,100,100,0,1,1
80170,5541J8515,700.0,88,0,0,0,0,1000,500,0,1,1
80173,4376J3259,260.0,52,0,0,0,0,100,100,0,1,1
80176,4229J6368,290.0,39,0,0,0,0,100,100,0,1,1
80177,3738J9772,360.0,30,0,0,0,0,300,300,0,1,1
80184,4250J1589,260.0,52,0,0,0,0,100,100,0,1,1
80185,4351J2363,460.0,62,0,0,0,0,500,500,0,1,1
80187,4424J2151,260.0,46,0,0,0,0,100,100,2,1,1
80192,5445J4903,250.0,40,0,0,0,0,250,100,1,1,1
80193,3451J3311,490.0,78,0,0,0,0,500,500,1,1,1
80195,7526J8064,260.0,58,0,0,0,0,100,100,0,1,1
80198,4467J8605,360.0,59,0,0,0,0,300,300,0,1,1
80200,4270J1403,290.0,42,1,0,0,0,300,300,0,1,1
80204,3721J3111,360.0,40,0,0,0,0,300,300,0,1,1
80205,4371J5208,490.0,106,0,0,0,0,500,500,0,1,1
80206,7759J8948,460.0,67,0,0,0,0,500,500,0,1,1
80207,4351J0476,360.0,72,0,0,0,0,300,300,0,1,1
80208,2431J2747,300.0,54,0,0,0,0,300,300,0,1,1
80209,4446J2950,299.0,48,0,0,0,0,30,15,0,1,1
80211,4566J0171,260.0,63,0,0,0,0,100,100,0,1,1
80212,4341J8582,260.0,68,0,0,0,0,100,100,0,1,1
80213,4272J2332,460.0,47,0,0,0,0,500,500,0,1,1
80217,3520J5199,390.0,103,0,0,0,0,50,50,0,1,1
80218,3226J9119,360.0,36,0,0,0,0,300,300,0,1,1
80219,3554J4933,590.0,20,1,0,0,0,1000,500,0,1,1
80223,4457J1192,460.0,25,0,0,0,0,500,500,0,1,1
80226,3261J6271,590.0,96,0,0,0,0,1000,200,0,1,1
80228,2581J9061,129.0,33,0,1,0,0,20,20,0,1,1
80229,3269J4918,290.0,48,1,0,0,0,300,300,0,1,1
80230,2533J2853,700.0,49,0,0,0,0,1000,500,0,1,1
80232,4279J1519,360.0,51,0,0,0,0,300,300,0,1,1
80240,4243J4940,360.0,52,0,0,0,0,300,300,0,1,1
80242,5360J9337,490.0,80,0,0,0,0,500,500,2,1,1
80245,3269J1725,490.0,33,1,0,0,0,600,600,0,1,1
80246,3937J6925,460.0,78,0,0,0,0,500,500,0,1,1
80249,4569J8027,360.0,68,0,0,0,0,300,300,0,1,1
80251,3637J6348,400.0,71,0,0,0,0,400,400,1,1,1
80256,3659J8299,590.0,46,0,0,0,0,250,250,0,1,1
80258,7632J7347,290.0,34,1,0,0,0,300,300,0,1,1
80260,3256J7936,590.0,40,0,0,0,0,1000,200,0,1,1
80261,5538J7794,260.0,47,0,0,0,0,100,100,0,1,1
80262,3867J1377,390.0,74,1,0,0,0,300,300,0,1,1
80265,5578J1041,260.0,23,0,0,0,0,100,100,0,1,1
80266,4241J8971,390.0,78,0,0,0,0,300,300,0,1,1
80269,3223J9862,360.0,51,0,0,0,0,300,300,0,1,1
80270,7323J9282,490.0,30,1,0,1,0,400,400,1,1,1
80272,3226J9161,360.0,36,0,0,0,0,300,300,19,1,1
80273,4536J1082,260.0,61,0,0,0,0,100,100,0,1,1
80277,4351J9513,460.0,75,0,0,0,0,500,500,0,1,1
80279,4247J3445,260.0,36,0,0,0,0,100,100,2,1,1
80281,2551J3196,300.0,83,0,0,0,0,300,300,0,1,1
80285,4223J4375,290.0,47,0,0,0,0,100,100,2,1,1
80288,5628J5763,700.0,97,0,0,0,0,1000,500,1,1,1
80296,2552J2277,300.0,52,0,0,0,0,300,300,0,1,1
80297,3459J5402,490.0,94,0,0,0,0,500,500,0,1,1
80299,2421J7841,290.0,25,1,0,0,0,300,300,0,1,1
80304,7750J8743,590.0,87,0,0,0,0,250,250,1,1,1
80305,4239J3161,290.0,31,1,0,0,0,300,300,0,1,1
80309,5448J2843,290.0,26,1,0,0,0,300,300,0,1,1
80316,5661J1433,360.0,55,0,0,0,0,300,300,0,1,1
80317,4232J5027,360.0,46,0,0,0,0,300,300,0,1,1
80319,4270J0981,290.0,44,0,0,0,0,100,100,0,1,1
80321,3459J5244,490.0,98,0,0,0,0,500,500,2,1,1
80323,7638J4616,1590.0,18,0,0,0,0,300,300,0,1,1
80324,3431J4602,290.0,33,1,0,0,0,300,300,0,1,1
80326,3851J6023,700.0,100,0,0,0,0,1000,500,0,1,1
80330,7526J1974,290.0,26,1,0,0,0,300,300,0,1,1
80332,4261J1733,460.0,67,0,0,0,0,500,500,0,1,1
80337,7754J2346,360.0,32,0,0,0,0,300,300,1,1,1
80338,3863J2192,490.0,53,0,0,0,0,500,500,0,1,1
80341,4486J9334,360.0,62,0,0,0,0,300,300,0,1,1
80342,4569J3999,360.0,29,0,0,0,0,300,300,0,1,1
80345,3223J8152,490.0,74,0,0,0,0,500,500,2,1,1
80351,3223J8955,360.0,60,0,0,0,0,300,300,0,1,1
80353,4448J1570,250.0,26,0,0,0,0,250,250,0,1,1
80354,7471J5234,290.0,29,1,0,0,0,300,300,3,1,1
80357,4382J3444,260.0,31,0,0,0,0,100,100,0,1,1
80358,4241J5550,490.0,104,0,0,0,0,150,150,0,1,1
80362,3863J2918,390.0,46,0,0,0,0,300,300,0,1,1
80363,5445J6262,390.0,82,0,0,0,0,65,20,0,1,1
80365,3865J5787,500.0,96,0,0,1,0,300,300,0,1,1
80366,7754J2507,460.0,30,0,0,0,0,500,500,0,1,1
80367,3837J0350,390.0,38,0,0,0,0,300,300,0,1,1
80372,5356J6105,290.0,21,1,0,0,0,300,300,0,1,1
80373,3838J6762,600.0,90,0,0,1,0,500,500,0,1,1
80374,4341J3064,360.0,24,0,0,0,0,300,300,0,1,1
80375,4261J5351,460.0,101,0,0,0,0,500,500,0,1,1
80376,4486J8502,360.0,69,0,0,0,0,300,300,0,1,1
80384,3267J5964,490.0,89,0,0,0,0,500,500,1,1,1
80387,3851J5230,490.0,105,0,0,0,0,500,500,1,1,1
80389,4561J4856,260.0,39,0,0,0,0,100,100,0,1,1
80391,2435J7822,300.0,42,0,0,0,0,300,300,0,1,1
80394,3840J9290,390.0,34,0,0,0,0,300,300,0,1,1
80397,4448J1425,290.0,27,1,0,0,0,300,300,0,1,1
80399,3842J7290,390.0,32,1,0,0,0,400,400,0,1,1
80400,4381J5902,290.0,86,0,0,0,0,30,30,0,1,1
80401,4229J4066,290.0,52,0,0,0,0,100,100,0,1,1
80403,4248J8090,460.0,20,0,0,0,0,500,500,0,1,1
80405,4254J8867,260.0,60,0,0,0,0,100,100,0,1,1
80406,4481J3380,360.0,53,0,0,0,0,300,300,0,1,1
80407,5578J5267,300.0,107,0,0,0,0,300,300,2,1,1
80412,3738J8149,490.0,57,0,0,0,0,500,500,0,1,1
80413,3452J9184,460.0,35,0,0,0,0,500,500,0,1,1
80418,7642J9674,390.0,42,0,0,0,0,300,300,0,1,1
80419,4251J3418,260.0,64,0,0,0,0,100,100,6,1,1
80422,4531J2543,590.0,54,0,0,0,0,150,50,1,1,1
80426,3869J8377,590.0,87,0,0,0,0,250,250,0,1,1
80427,3441J4031,590.0,37,0,0,0,0,1000,200,0,1,1
80428,5671J2812,290.0,29,1,0,0,0,300,300,2,1,1
80429,4551J4854,260.0,52,0,0,0,0,100,100,0,1,1
80430,4241J0200,260.0,37,0,0,0,0,100,100,0,1,1
80431,5356J1516,250.0,56,0,0,0,0,250,100,0,1,1
80434,4532J9777,260.0,59,0,0,0,0,100,100,0,1,1
80436,4446J6988,260.0,81,0,0,0,0,100,100,0,1,1
80443,5319J8110,250.0,50,0,0,0,0,250,100,0,1,1
80450,4444J8441,260.0,40,0,0,0,0,100,100,0,1,1
80454,7657J9462,290.0,21,1,0,0,0,300,300,0,1,1
80458,4371J2825,260.0,56,0,0,0,0,100,100,0,1,1
80459,3267J0781,490.0,27,1,0,0,0,600,600,0,1,1
80471,4261J4611,260.0,56,0,0,0,0,100,100,0,1,1
80472,4525J6862,260.0,58,0,0,0,0,100,100,0,1,1
80475,4460J4907,260.0,26,0,0,0,0,100,100,0,1,1
80480,5471J2420,290.0,36,1,0,0,0,300,300,0,1,1
80485,3247J9975,700.0,43,0,0,0,0,1000,500,0,1,1
80486,4229J1215,460.0,67,0,0,0,0,500,500,0,1,1
80489,2527J0687,390.0,68,0,0,1,0,300,300,0,1,1
80493,3431J4011,290.0,40,1,0,0,0,300,300,0,1,1
80494,5377J1773,290.0,26,1,0,0,0,300,300,0,1,1
80496,5334J1498,490.0,20,1,0,0,0,600,600,0,1,1
80498,3267J9172,290.0,48,1,0,0,0,300,300,0,1,1
80499,3242J4845,590.0,72,0,0,0,0,1000,200,0,1,1
80500,3658J8090,250.0,41,0,0,0,0,250,100,0,1,1
80501,7550J1647,460.0,40,0,0,0,0,500,500,0,1,1
80506,5423J3337,290.0,28,1,0,0,0,300,300,0,1,1
80507,5537J9604,490.0,49,0,0,0,0,500,500,1,1,1
80508,2532J1636,590.0,83,0,0,0,0,1000,300,0,1,1
80509,3225J7114,390.0,49,0,0,0,0,300,300,5,1,1
80513,5377J6480,300.0,73,0,0,0,0,300,300,0,1,1
80514,3267J0971,390.0,24,1,0,0,0,400,400,0,1,1
80516,3724J3459,360.0,43,0,0,0,0,300,300,2,1,1
80517,2250J3129,900.0,49,0,0,0,0,1000,700,0,1,1
80519,5478J8019,290.0,39,1,0,0,0,300,300,0,1,1
80520,2551J9602,590.0,86,0,0,0,0,1000,300,0,1,1
80521,5558J6477,300.0,60,0,0,0,0,300,300,0,1,1
80522,4232J3420,260.0,50,0,0,0,0,100,100,0,1,1
80524,4380J2923,360.0,56,0,0,0,0,300,300,0,1,1
80527,2231J8387,590.0,56,0,0,0,0,500,500,3,1,1
80528,4343J9590,260.0,42,0,0,0,0,100,100,0,1,1
80529,4233J1315,390.0,68,0,0,0,0,65,20,0,1,1
80530,2241J9668,590.0,55,0,0,0,0,1000,300,0,1,1
80532,4284J1314,390.0,47,0,0,0,0,300,300,0,1,1
80534,5352J0968,290.0,25,1,0,0,0,300,300,0,1,1
80536,4243J2238,360.0,34,0,0,0,0,300,300,0,1,1
80537,7469J9201,360.0,59,0,0,0,0,300,300,0,1,1
80541,7750J5268,590.0,111,0,0,0,0,1000,200,0,1,1
80546,4381J8724,360.0,75,0,0,0,0,300,300,0,1,1
80550,5345J7705,300.0,48,0,0,0,0,300,300,0,1,1
80556,7755J6456,490.0,83,0,0,0,0,500,500,0,1,1
80557,4327J6321,460.0,79,0,0,0,0,500,500,0,1,1
80566,5319J8437,250.0,46,0,0,0,0,250,100,1,1,1
80569,7550J8583,590.0,68,0,0,1,0,45,20,0,1,1
80573,5445J9128,460.0,49,0,0,0,0,500,500,0,1,1
80574,7358J7231,460.0,50,0,0,0,0,500,500,0,1,1
80579,7754J1764,260.0,38,0,0,0,0,100,100,1,1,1
80580,4328J0100,260.0,34,0,0,0,0,100,100,0,1,1
80583,4343J9643,260.0,41,0,0,0,0,100,100,0,1,1
80585,4459J4434,460.0,27,0,0,0,0,500,500,0,1,1
80592,7750J2283,390.0,72,0,0,0,0,65,20,0,1,1
80597,4548J2597,260.0,35,0,0,0,0,100,100,0,1,1
80601,7320J0168,260.0,41,0,0,0,0,100,100,1,1,1
80603,5672J7561,590.0,71,0,0,0,0,1000,200,0,1,1
80605,3453J3337,460.0,20,0,0,0,0,500,500,0,1,1
